,index,smiles,length,inchikey,name,groups,withdrawn_class,source
952,952,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,95,FUKSNUHSJBTCFJ-UHFFFAOYSA-N,osimertinib mesylate,approved,0,['ChEMBL']
962,962,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,94,NUKVZKPNSKJGBK-SPIKMXEPSA-N,acetophenazine maleate,withdrawn,1,['ChEMBL']
968,968,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,94,MINDHVHHQZYEEK-HBBNESRFSA-N,mupirocin,approved; investigational; vet_approved,0,"['DrugBank', 'ChEMBL']"
970,970,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,94,WXURHACBFYSXBI-GQKYHHCASA-N,flumethasone,approved; vet_approved,0,['DrugBank']
972,972,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,94,YPBATNHYBCGSSN-VWPFQQQWSA-N,mezlocillin,approved; investigational,0,['DrugBank']
973,973,[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,94,VAAUVRVFOQPIGI-SPQHTLEESA-N,ceftriaxone,approved,0,"['DrugBank', 'ChEMBL']"
977,977,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,94,WHRVRSCEWKLAHX-LQDWTQKMSA-N,procaine benzylpenicillin,approved; vet_approved,0,"['DrugBank', 'ChEMBL']"
978,978,CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OC)C=C1)C1=C(O)C=C(OCC(CC)CCCC)C=C1,94,XVAMCHGMPYWHNL-UHFFFAOYSA-N,bemotrizinol,approved,0,['DrugBank']
979,979,COC1=CN=C(N2C=NC(C)=N2)C2=C1C(=CN2COP(O)(O)=O)C(=O)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1,94,SWMDAPWAQQTBOG-UHFFFAOYSA-N,fostemsavir,approved; investigational,0,"['DrugBank', 'ChEMBL']"
980,980,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,94,FBHSPRKOSMHSIF-GRMWVWQJSA-N,deflazacort,approved; investigational,0,"['DrugBank', 'ChEMBL']"
981,981,CN1C=C(C=N1)C1=CN2N=CN=C(N3CCN(CC3)C3=NC=C(C=N3)[C@@](C)(N)C3=CC=C(F)C=C3)C2=C1,94,DWYRIWUZIJHQKQ-SANMLTNESA-N,avapritinib,approved; investigational,0,"['DrugBank', 'ChEMBL']"
982,982,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21.O=S(=O)(O)c1ccccc1,94,QMTKNJZIWGTNTE-LMOVPXPDSA-N,remimazolam besylate,approved,0,['ChEMBL']
984,984,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,94,YLMAHDNUQAMNNX-UHFFFAOYSA-N,imatinib mesylate,approved,0,['ChEMBL']
990,990,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,93,MUQNGPZZQDCDFT-JNQJZLCISA-N,halcinonide,approved; investigational; withdrawn,1,['DrugBank']
995,995,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1,93,HAYYBYPASCDWEQ-UHFFFAOYSA-N,entrectinib,approved; investigational,0,"['DrugBank', 'ChEMBL']"
997,997,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl.O,93,LFZGYTBWUHCAKF-DCNJEFSFSA-N,lincomycin hydrochloride,approved,0,['ChEMBL']
1000,1000,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c([O-])c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2.[Na+],93,WJNFBIVCQMPPJC-FQYDJHLKSA-M,bictegravir sodium,approved,0,['ChEMBL']
1001,1001,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC.N=C(N)NCCC[C@H](N)C(=O)O,93,RYCSJJXKEWBUTI-YDYAIEMNSA-N,perindopril arginine,approved,0,['ChEMBL']
1002,1002,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.O,93,GZQWMYVDLCUBQX-WVZIYJGPSA-N,rolapitant hydrochloride,approved,0,['ChEMBL']
1004,1004,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO.O,93,GOADIQFWSVMMRJ-UPGAGZFNSA-N,dapagliflozin propylene glycol,approved,0,['ChEMBL']
1013,1013,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C.CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,92,YYPNLXNMXQFMHG-GSEHKNNPSA-N,althesin,withdrawn,1,['WITHDRAWN']
1014,1014,C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C5=CC=CC(=C5)C(F)(F)F,92,NWGGKKGAFZIVBJ-UHFFFAOYSA-N,antrafenine,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
1015,1015,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+],92,SIZXNBZGPPPFHM-UHFFFAOYSA-L,iodipamide sodium,withdrawn,1,['ChEMBL']
1016,1016,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,92,AKQNAIYKSALPKV-OYHXESGYSA-N,hydrocortamate hydrochloride,withdrawn,1,['ChEMBL']
1023,1023,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,92,MKPLKVHSHYCHOC-AHTXBMBWSA-N,travoprost,approved,0,"['DrugBank', 'ChEMBL']"
1029,1029,[H][C@@]1(NC(=O)C(=N/O)\C2=NSC(N)=N2)C(=O)N2C(C(O)=O)=C(CS[C@]12[H])\C=C1/CCN(C1=O)[C@]1([H])CCNC1,92,VOAZJEPQLGBXGO-SDAWRPRTSA-N,ceftobiprole,approved; investigational,0,['DrugBank']
1030,1030,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1,92,WAXQNWCZJDTGBU-UHFFFAOYSA-N,netupitant,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1032,1032,[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,92,FNAQSUUGMSOBHW-UHFFFAOYSA-H,calcium citrate,approved; investigational,0,['DrugBank']
1033,1033,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,92,PLSARIKBYIPYPF-UHFFFAOYSA-H,magnesium citrate,approved,0,['DrugBank']
1034,1034,OC(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(=O)NC1=NC(C2=CC(Cl)=CS2)=C(S1)N1CCN(CC1)C1CCCCC1,92,OFZJKCQENFPZBH-UHFFFAOYSA-N,avatrombopag,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1035,1035,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,92,UJVDJAPJQWZRFR-DHIUTWEWSA-N,macimorelin,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1036,1036,CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1,92,NOZIJMHMKORZBA-KJCUYJGMSA-N,lusutrombopag,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1037,1037,[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O,92,DKOQGJHPHLTOJR-WHRDSVKCSA-N,cefpirome,approved,0,['DrugBank']
1038,1038,O.[O--].[O--].[Mg++].[Mg++].[Al+3].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O,92,JAUGGEIKQIHSMF-UHFFFAOYSA-N,silodrate,approved; experimental,0,['DrugBank']
1039,1039,[Mn++].[Mn++].[Mn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,92,OAVRWNUUOUXDFH-UHFFFAOYSA-H,manganese citrate,approved; experimental,0,['DrugBank']
1040,1040,Br.CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,92,UQRICAQPWZSJNF-UHFFFAOYSA-N,tazemetostat hydrobromide,approved,0,['ChEMBL']
1041,1041,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,92,IWEQQRMGNVVKQW-OQKDUQJOSA-N,toremifene citrate,approved,0,['ChEMBL']
1051,1051,CC(C(=O)NC(C)C(=O)NC1C2C1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N,91,UUZPPAMZDFLUHD-LZGARRQBSA-N,alatrofloxacin,withdrawn,1,['WITHDRAWN']
1052,1052,CC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C,91,MIZMDSVSLSIMSC-OGLSAIDSSA-N,fusafungine,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
1054,1054,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,91,OGPWIDANBSLJPC-RFPWEZLHSA-N,difluocortolone,approved; investigational; withdrawn,1,['DrugBank']
1055,1055,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],91,UVOCNBWUHNCKJM-XFAPPKAWSA-M,azlocillin sodium,withdrawn,1,['ChEMBL']
1056,1056,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+],91,KCUWTKOTPIUBRI-VICXVTCVSA-M,cloxacillin sodium,withdrawn,1,['ChEMBL']
1059,1059,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,91,YEEZWCHGZNKEEK-UHFFFAOYSA-N,zafirlukast,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1061,1061,[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O,91,PCZHWPSNPWAQNF-LMOVPXPDSA-K,gadoxetic acid,approved,0,['DrugBank']
1062,1062,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1,91,OBWASQILIWPZMG-QZMOQZSNSA-N,empagliflozin,approved,0,"['DrugBank', 'ChEMBL']"
1064,1064,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1,91,LOVMMUBRQUFEAH-UIEAZXIASA-N,latanoprostene bunod,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1066,1066,[H][C@@]12COCCN1C(=O)C1=C(OCOC(=O)OC)C(=O)C=CN1N2[C@H]1C2=CC=C(F)C(F)=C2CSC2=CC=CC=C12,91,RZVPBGBYGMDSBG-GGAORHGYSA-N,baloxavir marboxil,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1068,1068,[H][C@@]1(CC[C@@H](CC2=CC=C(NC(=O)[C@@H]3CCC4=NC=CC(=O)N34)C=C2)N1)[C@H](O)C1=CC=CC=C1,91,DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1070,1070,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1.O=C(O)/C=C\C(=O)O,91,VJCVKWFBWAVYOC-UIXXXISESA-N,glasdegib maleate,approved,0,['ChEMBL']
1071,1071,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl,91,AUODDLQVRAJAJM-XJQDNNTCSA-N,clindamycin hydrochloride,approved,0,['ChEMBL']
1074,1074,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1.Cl.O.[Cl-],91,LRAJHPGSGBRUJN-OMIVUECESA-N,cefepime hydrochloride,approved,0,['ChEMBL']
1075,1075,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,91,LHHCSNFAOIFYRV-DOVBMPENSA-N,boceprevir,approved,0,['ChEMBL']
1076,1076,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,91,GLMUAFMGXXHGLU-VQAITOIOSA-N,minocycline hydrochloride,approved,0,['ChEMBL']
1086,1086,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],90,GPUADMRJQVPIAS-QCVDVZFFSA-M,cerivastatin sodium,withdrawn,1,['ChEMBL']
1087,1087,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,90,VDNLFJGJEQUWRB-UHFFFAOYSA-N,rose bengal,withdrawn,1,['ChEMBL']
1088,1088,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,90,HALWUDBBYKMYPW-UHFFFAOYSA-M,trimethaphan camsylate,withdrawn,1,['ChEMBL']
1093,1093,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,90,WBGKWQHBNHJJPZ-LECWWXJVSA-N,desonide,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1094,1094,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,90,YPZRWBKMTBYPTK-BJDJZHNGSA-N,glutathione disulfide,approved; experimental; investigational,0,"['DrugBank', 'ChEMBL']"
1095,1095,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,90,GSNHKUDZZFZSJB-QYOOZWMWSA-N,maraviroc,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1098,1098,COC(=O)C1=CC=C2C(NC(=O)\C2=C(/NC2=CC=C(C=C2)N(C)C(=O)CN2CCN(C)CC2)C2=CC=CC=C2)=C1,90,XZXHXSATPCNXJR-ZIADKAODSA-N,nintedanib,approved,0,"['DrugBank', 'ChEMBL']"
1099,1099,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(=O)OC1=CC2=C(CCC2)C=C1)C1=CC=CC=C1)C(O)=O,90,JIRBAUWICKGBFE-MNRDOXJOSA-N,carindacillin,approved; investigational,0,['DrugBank']
1105,1105,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,90,ACNPUCQQZDAPJH-FMOMHUKBSA-N,niraparib tosylate,approved,0,['ChEMBL']
1106,1106,Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],90,KVUAALJSMIVURS-ZEDZUCNESA-L,leucovorin calcium,approved,0,['ChEMBL']
1107,1107,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21.O.[Br-],90,MQLXPRBEAHBZTK-SEINRUQRSA-M,tiotropium bromide,approved,0,['ChEMBL']
1108,1108,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,90,FQZYTYWMLGAPFJ-OQKDUQJOSA-N,tamoxifen citrate,approved,0,['ChEMBL']
1109,1109,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2.O=C(O)/C=C\C(=O)O,90,IREJFXIHXRZFER-PCBAQXHCSA-N,indacaterol maleate,approved,0,['ChEMBL']
1110,1110,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,90,PYTMYKVIJXPNBD-UHFFFAOYSA-N,clomiphene citrate,approved,0,['ChEMBL']
1111,1111,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,90,DTMGIJFHGGCSLO-FIAQIACWSA-N,omega-3-acid ethyl esters,approved,0,['ChEMBL']
1112,1112,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,90,BWTNNZPNKQIADY-UHFFFAOYSA-N,ponatinib hydrochloride,approved,0,['ChEMBL']
1113,1113,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,90,VCMJCVGFSROFHV-WZGZYPNHSA-N,tenofovir disoproxil fumarate,approved,0,['ChEMBL']
1122,1122,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,89,GTHHLZDYRHLACN-UHFFFAOYSA-N,thiethylperazine malate,withdrawn,1,['ChEMBL']
1123,1123,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,89,RVBRTNPNFYFDMZ-SPIKMXEPSA-N,thiethylperazine maleate,withdrawn,1,['ChEMBL']
1127,1127,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,89,FWFVLWGEFDIZMJ-FOMYWIRZSA-N,hydrocortamate,approved,0,['DrugBank']
1128,1128,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,89,VOVIALXJUBGFJZ-KWVAZRHASA-N,budesonide,approved,0,"['DrugBank', 'ChEMBL']"
1129,1129,[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,89,DYAIAHUQIPBDIP-AXAPSJFSSA-N,cefonicid,approved; investigational,0,['DrugBank']
1130,1130,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,89,RUDATBOHQWOJDD-UZVSRGJWSA-N,ursodeoxycholic acid,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1131,1131,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1,89,LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriol,approved,0,"['DrugBank', 'ChEMBL']"
1134,1134,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5,89,XNKCCCKFOQNXKV-ZRSCBOBOSA-N,naloxegol,approved,0,"['DrugBank', 'ChEMBL']"
1137,1137,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,89,JWNPDZNEKVCWMY-VQHVLOKHSA-N,neratinib,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1139,1139,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O,89,NSQSAUGJQHDYNO-UHFFFAOYSA-N,tazemetostat,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1140,1140,CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=C(C(O)=C1)S(O)(=O)=O)S(O)(=O)=O,89,DHAHKSQXIXFZJB-UHFFFAOYSA-O,patent blue,approved,0,['DrugBank']
1142,1142,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1.CS(=O)(=O)O,89,ORZHZQZYWXEDDL-UHFFFAOYSA-N,enasidenib mesylate,approved,0,['ChEMBL']
1143,1143,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],89,ZBBCUBMBMZNEME-QBGWIPKPSA-L,ticarcillin disodium,approved,0,['ChEMBL']
1144,1144,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO,89,PLILLUUXAVKBPY-SBIAVEDLSA-N,eltrombopag olamine,approved,0,['ChEMBL']
1145,1145,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+],89,ZVIYWUUZWWBNMB-VICXVTCVSA-M,oxacillin sodium,approved,0,['ChEMBL']
1146,1146,O=S(=O)([O-])Oc1ccc(C(c2ccc(OS(=O)(=O)[O-])cc2)c2ccccn2)cc1.[Na+].[Na+],89,GOZDTZWAMGHLDY-UHFFFAOYSA-L,sodium picosulfate,approved,0,['ChEMBL']
1160,1160,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,88,HODFCFXCOMKRCG-UHFFFAOYSA-N,bitolterol mesylate,withdrawn,1,['ChEMBL']
1161,1161,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,88,MTJLQTFHJIHXIX-GDUXWEAWSA-N,mibefradil dihydrochloride,withdrawn,1,['ChEMBL']
1168,1168,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,88,BPKAHTKRCLCHEA-UBFJEZKGSA-N,paricalcitol,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1169,1169,C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2,88,HDZAQYPYABGTCL-UHFFFAOYSA-N,hexafluronium,approved,0,['DrugBank']
1173,1173,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,88,KXGVEGMKQFWNSR-LLQZFEROSA-N,deoxycholic acid,approved,0,"['DrugBank', 'ChEMBL']"
1174,1174,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C,88,HKXBNHCUPKIYDM-CGMHZMFXSA-N,doxercalciferol,approved,0,"['DrugBank', 'ChEMBL']"
1178,1178,COC1=NC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1,88,XIIOFHFUYBLOLW-UHFFFAOYSA-N,selpercatinib,approved; investigational,0,"['DrugBank', 'ChEMBL']"
1179,1179,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Zn+2],88,HVASDHJNLYRZEA-UHFFFAOYSA-I,pentetate zinc trisodium,approved,0,['ChEMBL']
1180,1180,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+].[Na+],88,AYFCVLSUPGCQKD-UHFFFAOYSA-I,pentetate calcium trisodium,approved,0,['ChEMBL']
1181,1181,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,88,YGULWPYYGQCFMP-UHFFFAOYSA-N,metoprolol tartrate,approved,0,['ChEMBL']
